transaction_id,date,year_month,product_id,customer_id,category,brand_tier,channel,customer_segment,base_cost,listed_price,competitor_price,discount_pct,units_sold,revenue,gross_profit,margin_pct,price_gap_pct,baseline_elasticity,pricing_signal
T002429,2025-06-01,2025-06,P081,C03607,Sports,Premium,Online,Price Sensitive,3553.97,4228.59,4074.99,3.0,191,807660.69,128852.42,15.95,3.77,-0.77,Maintain
T002430,2025-06-23,2025-06,P010,C01217,Home & Kitchen,Core,Marketplace,Returning,2747.49,4269.57,4710.9,7.2,64,273252.48,97413.12,35.65,-9.37,-0.669,Increase
T002431,2025-10-03,2025-10,P018,C04115,Electronics,Value,Marketplace,Returning,2299.79,3625.73,3982.61,8.8,181,656257.13,239995.14,36.57,-8.96,-1.659,Maintain
T002432,2025-10-03,2025-10,P020,C00090,Sports,Core,Online,New,601.6,760.43,914.04,19.1,198,150565.14,31448.34,20.89,-16.81,-1.031,Maintain
T002433,2025-02-21,2025-02,P094,C00809,Home & Kitchen,Premium,Online,New,3667.53,6124.24,6407.55,7.4,77,471566.48,189166.67,40.11,-4.42,-2.228,Maintain
T002434,2025-04-15,2025-04,P010,C04256,Home & Kitchen,Core,Mobile App,Returning,2747.49,3460.31,4593.87,23.0,91,314888.21,64866.62,20.6,-24.68,-0.669,Maintain
T002435,2025-07-06,2025-07,P074,C03850,Electronics,Core,Mobile App,Loyal,3782.23,6745.86,7298.06,5.5,152,1025370.72,450471.76,43.93,-7.57,-0.798,Increase
T002436,2025-05-03,2025-05,P013,C03399,Sports,Core,Online,Returning,2719.51,4573.44,5032.6,6.5,53,242392.32,98258.29,40.54,-9.12,-1.817,Maintain
T002437,2025-01-10,2025-01,P093,C02718,Home & Kitchen,Core,Online,Returning,1099.05,1544.42,1703.72,14.6,272,420082.24,121140.64,28.84,-9.35,-1.074,Increase
T002438,2025-11-05,2025-11,P118,C00905,Sports,Core,Mobile App,Returning,3585.24,5072.29,5773.95,21.4,359,1820952.11,533850.95,29.32,-12.15,-1.286,Increase
T002439,2025-09-24,2025-09,P050,C02202,Electronics,Value,Online,New,4299.82,6548.61,5312.45,6.1,102,667958.22,229376.58,34.34,23.27,-0.452,Maintain
T002440,2025-07-09,2025-07,P026,C02546,Electronics,Value,Mobile App,Loyal,1384.65,2239.07,2394.44,16.7,86,192560.02,73480.12,38.16,-6.49,-0.479,Increase
T002441,2025-04-26,2025-04,P054,C00404,Sports,Value,Online,Loyal,4228.19,5864.91,6633.42,13.9,154,903196.14,252054.88,27.91,-11.59,-0.671,Increase
T002442,2025-11-04,2025-11,P083,C02678,Fashion,Core,Marketplace,Returning,2378.15,4227.92,4007.01,2.7,97,410108.24,179427.69,43.75,5.51,-1.021,Maintain
T002443,2025-01-13,2025-01,P088,C00402,Beauty,Core,Mobile App,Returning,3130.05,3954.32,4427.47,7.9,63,249122.16,51929.01,20.84,-10.69,-1.285,Maintain
T002444,2025-06-12,2025-06,P077,C00567,Home & Kitchen,Core,Mobile App,Returning,2797.38,3725.65,4335.02,7.7,218,812191.7,202362.86,24.92,-14.06,-2.331,Maintain
T002445,2025-10-20,2025-10,P070,C00766,Home & Kitchen,Value,Mobile App,Returning,1365.46,2089.55,2080.41,0.8,227,474327.85,164368.43,34.65,0.44,-0.878,Maintain
T002446,2025-12-14,2025-12,P076,C00863,Home & Kitchen,Core,Online,Loyal,1011.89,1330.1,1388.13,9.1,386,513418.6,122829.06,23.92,-4.18,-2.166,Maintain
T002447,2025-04-02,2025-04,P027,C00370,Beauty,Core,Online,Loyal,1659.17,2224.38,2722.91,8.6,222,493812.36,125476.62,25.41,-18.31,-1.057,Increase
T002448,2025-08-26,2025-08,P025,C04306,Sports,Premium,Mobile App,Loyal,2262.33,3572.54,4097.8,10.6,333,1189655.82,436299.93,36.67,-12.82,-1.791,Maintain
T002449,2025-03-11,2025-03,P112,C03612,Electronics,Value,Mobile App,New,2031.24,2926.6,3528.58,8.5,264,772622.4,236375.04,30.59,-17.06,-1.581,Maintain
T002450,2025-02-12,2025-02,P070,C02287,Home & Kitchen,Value,Marketplace,Loyal,1365.46,2305.83,1953.02,3.3,156,359709.48,146697.72,40.78,18.06,-0.878,Maintain
T002451,2025-05-09,2025-05,P104,C01659,Fashion,Core,Online,Returning,4311.4,4875.76,7394.37,25.1,352,1716267.52,198654.72,11.57,-34.06,-1.952,Maintain
T002452,2025-11-20,2025-11,P076,C00862,Home & Kitchen,Core,Mobile App,New,1011.89,1266.05,1507.54,9.5,437,553263.85,111067.92,20.08,-16.02,-2.166,Maintain
T002453,2025-09-09,2025-09,P055,C04271,Sports,Premium,Online,New,949.58,953.12,1289.62,17.1,267,254483.04,945.18,0.37,-26.09,-2.538,Maintain
T002454,2025-06-28,2025-06,P069,C03590,Electronics,Core,Online,Price Sensitive,3423.86,5333.27,5857.71,11.1,260,1386650.2,496446.6,35.8,-8.95,-2.477,Maintain
T002455,2025-04-14,2025-04,P084,C03384,Electronics,Core,Online,Loyal,861.56,1252.99,1438.09,18.5,109,136575.91,42665.87,31.24,-12.87,-2.185,Maintain
T002456,2025-02-21,2025-02,P023,C02118,Fashion,Core,Marketplace,Price Sensitive,4235.76,7522.75,8711.02,2.6,40,300910.0,131479.6,43.69,-13.64,-0.922,Increase
T002457,2025-04-09,2025-04,P056,C00124,Sports,Premium,Mobile App,Returning,440.87,548.36,619.73,7.4,192,105285.12,20638.08,19.6,-11.52,-2.082,Maintain
T002458,2025-02-25,2025-02,P087,C02873,Sports,Premium,Online,Price Sensitive,810.24,1436.89,1408.17,4.9,77,110640.53,48252.05,43.61,2.04,-0.493,Maintain
T002459,2025-03-10,2025-03,P011,C02194,Home & Kitchen,Core,Mobile App,Returning,975.02,1500.46,1809.84,4.0,117,175553.82,61476.48,35.02,-17.09,-0.961,Increase
T002460,2025-09-08,2025-09,P009,C01339,Electronics,Core,Online,Loyal,689.46,974.08,1239.17,9.9,304,296120.32,86524.48,29.22,-21.39,-1.883,Maintain
T002461,2025-02-18,2025-02,P020,C01418,Sports,Core,Online,New,601.6,919.24,895.16,6.3,131,120420.44,41610.84,34.55,2.69,-1.031,Maintain
T002462,2025-01-18,2025-01,P071,C00261,Electronics,Core,Online,Loyal,4231.46,6903.26,5983.33,0.0,90,621293.4,240462.0,38.7,15.37,-0.605,Maintain
T002463,2025-07-17,2025-07,P029,C03923,Electronics,Value,Online,Returning,2115.37,3177.11,3515.47,5.9,286,908653.46,303657.64,33.42,-9.62,-2.345,Maintain
T002464,2025-04-15,2025-04,P053,C00743,Sports,Premium,Online,New,1337.85,1990.48,2146.73,5.3,41,81609.68,26757.83,32.79,-7.28,-2.406,Maintain
T002465,2025-06-15,2025-06,P017,C03660,Beauty,Premium,Online,New,4323.88,5611.66,7260.25,14.2,312,1750837.92,401787.36,22.95,-22.71,-0.587,Maintain
T002466,2025-02-21,2025-02,P031,C04379,Sports,Value,Mobile App,Returning,3761.74,5239.67,4929.96,0.0,186,974578.62,274894.98,28.21,6.28,-1.23,Maintain
T002467,2025-03-18,2025-03,P003,C00207,Fashion,Value,Marketplace,New,608.89,1024.82,1150.22,4.4,211,216237.02,87761.23,40.59,-10.9,-2.348,Maintain
T002468,2025-06-10,2025-06,P097,C02807,Home & Kitchen,Value,Marketplace,Loyal,807.0,1461.57,1778.89,2.7,75,109617.75,49092.75,44.79,-17.84,-0.493,Increase
T002469,2025-09-09,2025-09,P056,C00301,Sports,Premium,Online,Returning,440.87,533.78,570.9,13.2,152,81134.56,14122.32,17.41,-6.5,-2.082,Maintain
T002470,2025-06-01,2025-06,P022,C03740,Home & Kitchen,Premium,Mobile App,Price Sensitive,2335.5,3905.49,4608.72,4.2,91,355399.59,142869.09,40.2,-15.26,-0.587,Increase
T002471,2025-07-17,2025-07,P064,C02283,Sports,Core,Online,Returning,1592.7,2800.7,2834.02,15.3,159,445311.3,192072.0,43.13,-1.18,-2.489,Maintain
T002472,2025-07-10,2025-07,P112,C00097,Electronics,Value,Online,Loyal,2031.24,2802.57,3235.05,7.7,355,994912.35,273822.15,27.52,-13.37,-1.581,Maintain
T002473,2025-04-09,2025-04,P099,C03476,Electronics,Value,Mobile App,Loyal,4192.14,6841.44,8003.14,11.4,288,1970334.72,762998.4,38.72,-14.52,-0.914,Increase
T002474,2025-04-13,2025-04,P107,C03445,Home & Kitchen,Premium,Online,Loyal,355.65,409.21,553.26,15.7,327,133811.67,17514.12,13.09,-26.04,-1.204,Maintain
T002475,2025-06-05,2025-06,P049,C04163,Sports,Core,Mobile App,Returning,1597.84,2741.56,3077.78,0.0,101,276897.56,115515.72,41.72,-10.92,-2.371,Maintain
T002476,2025-01-12,2025-01,P044,C02183,Home & Kitchen,Value,Marketplace,Returning,409.0,627.31,648.37,6.3,71,44539.01,15500.01,34.8,-3.25,-2.362,Maintain
T002477,2025-09-08,2025-09,P038,C04199,Beauty,Core,Online,New,3052.55,4997.14,5479.04,10.9,158,789548.12,307245.22,38.91,-8.8,-1.965,Maintain
T002478,2025-08-13,2025-08,P037,C02994,Electronics,Core,Marketplace,Loyal,1445.24,1901.4,2280.19,9.4,190,361266.0,86670.4,23.99,-16.61,-0.825,Maintain
T002479,2025-04-22,2025-04,P111,C02367,Home & Kitchen,Core,Online,Returning,846.44,1711.43,1911.98,0.0,88,150605.84,76119.12,50.54,-10.49,-1.731,Maintain
T002480,2025-05-17,2025-05,P017,C01612,Beauty,Premium,Marketplace,Returning,4323.88,6123.98,7288.31,12.9,279,1708590.42,502227.9,29.39,-15.98,-0.587,Increase
T002481,2025-04-30,2025-04,P103,C01319,Home & Kitchen,Premium,Mobile App,Price Sensitive,3067.17,3594.44,3589.01,8.3,55,197694.2,28999.85,14.67,0.15,-0.566,Maintain
T002482,2025-08-26,2025-08,P110,C02794,Fashion,Value,Online,Loyal,700.06,792.55,899.33,8.9,43,34079.65,3977.07,11.67,-11.87,-1.507,Maintain
T002483,2025-10-05,2025-10,P102,C03328,Sports,Premium,Online,Returning,2326.48,3512.92,3911.0,6.5,124,435602.08,147118.56,33.77,-10.18,-2.288,Maintain
T002484,2025-02-09,2025-02,P076,C00161,Home & Kitchen,Core,Online,Returning,1011.89,1415.38,1396.5,0.0,187,264676.06,75452.63,28.51,1.35,-2.166,Maintain
T002485,2025-05-31,2025-05,P103,C01854,Home & Kitchen,Premium,Mobile App,Loyal,3067.17,3833.11,3873.97,11.8,61,233819.71,46722.34,19.98,-1.05,-0.566,Maintain
T002486,2025-01-06,2025-01,P004,C00206,Sports,Core,Online,Price Sensitive,2017.18,2660.73,3135.51,12.1,131,348555.63,84305.05,24.19,-15.14,-2.411,Maintain
T002487,2025-06-15,2025-06,P099,C01785,Electronics,Value,Marketplace,Loyal,4192.14,6956.52,8153.55,5.0,238,1655651.76,657922.44,39.74,-14.68,-0.914,Increase
T002488,2025-04-01,2025-04,P062,C03595,Beauty,Value,Online,Returning,4047.15,6547.71,7425.4,0.0,119,779177.49,297566.64,38.19,-11.82,-2.522,Maintain
T002489,2025-05-03,2025-05,P116,C03109,Fashion,Core,Marketplace,Price Sensitive,3668.53,5014.04,4883.87,4.3,73,366024.92,98222.23,26.83,2.67,-1.945,Maintain
T002490,2025-06-16,2025-06,P011,C00561,Home & Kitchen,Core,Online,New,975.02,1500.36,1726.15,15.0,151,226554.36,79326.34,35.01,-13.08,-0.961,Increase
T002491,2025-04-29,2025-04,P112,C03226,Electronics,Value,Mobile App,Returning,2031.24,3305.5,3359.08,5.1,217,717293.5,276514.42,38.55,-1.6,-1.581,Maintain
T002492,2025-05-24,2025-05,P069,C00063,Electronics,Core,Marketplace,New,3423.86,5911.71,6115.47,8.2,208,1229635.68,517472.8,42.08,-3.33,-2.477,Maintain
T002493,2025-10-07,2025-10,P013,C00056,Sports,Core,Online,Returning,2719.51,4440.0,5278.8,5.7,62,275280.0,106670.38,38.75,-15.89,-1.817,Maintain
T002494,2025-10-23,2025-10,P062,C04107,Beauty,Value,Online,Returning,4047.15,5826.43,7363.18,10.2,166,967187.38,295360.48,30.54,-20.87,-2.522,Maintain
T002495,2025-01-03,2025-01,P005,C00148,Electronics,Core,Mobile App,New,426.86,579.98,609.9,0.0,62,35958.76,9493.44,26.4,-4.91,-1.186,Maintain
T002496,2025-05-18,2025-05,P010,C01195,Home & Kitchen,Core,Mobile App,New,2747.49,4239.21,4785.75,6.6,46,195003.66,68619.12,35.19,-11.42,-0.669,Increase
T002497,2025-11-06,2025-11,P064,C00594,Sports,Core,Marketplace,New,1592.7,2504.52,2759.17,15.7,208,520940.16,189658.56,36.41,-9.23,-2.489,Maintain
T002498,2025-07-13,2025-07,P098,C02621,Electronics,Core,Online,Price Sensitive,775.95,1311.41,1371.69,1.6,58,76061.78,31056.68,40.83,-4.39,-1.614,Maintain
T002499,2025-03-16,2025-03,P013,C02351,Sports,Core,Marketplace,Loyal,2719.51,4194.59,5418.6,6.1,66,276842.94,97355.28,35.17,-22.59,-1.817,Maintain
T002500,2025-08-05,2025-08,P032,C03776,Fashion,Value,Marketplace,Loyal,4058.68,6652.17,8180.41,15.4,270,1796085.9,700242.3,38.99,-18.68,-2.338,Maintain
T002501,2025-02-22,2025-02,P047,C04442,Home & Kitchen,Value,Mobile App,Loyal,3776.61,6339.57,6833.12,13.2,103,652975.71,263984.88,40.43,-7.22,-1.99,Maintain
T002502,2025-01-08,2025-01,P065,C03357,Sports,Premium,Online,Loyal,3531.05,4193.95,4758.59,11.2,229,960414.55,151804.1,15.81,-11.87,-1.297,Maintain
T002503,2025-08-19,2025-08,P001,C02101,Sports,Premium,Online,New,2732.42,3328.89,4354.19,10.7,291,968706.99,173572.77,17.92,-23.55,-0.598,Maintain
T002504,2025-07-08,2025-07,P077,C00210,Home & Kitchen,Core,Marketplace,Price Sensitive,2797.38,3852.02,4318.0,10.6,154,593211.08,162414.56,27.38,-10.79,-2.331,Maintain
T002505,2025-10-04,2025-10,P060,C04151,Electronics,Core,Mobile App,Returning,3431.58,5709.65,6164.82,6.4,261,1490218.65,594576.27,39.9,-7.38,-0.642,Increase
T002506,2025-05-06,2025-05,P116,C02525,Fashion,Core,Mobile App,Returning,3668.53,4363.95,4830.81,15.7,118,514946.1,82059.56,15.94,-9.66,-1.945,Maintain
T002507,2025-11-08,2025-11,P037,C00979,Electronics,Core,Marketplace,Price Sensitive,1445.24,2063.47,2293.8,4.7,144,297139.68,89025.12,29.96,-10.04,-0.825,Increase
T002508,2025-06-03,2025-06,P060,C02439,Electronics,Core,Online,New,3431.58,6335.58,6480.86,1.0,201,1273451.58,583704.0,45.84,-2.24,-0.642,Maintain
T002509,2025-09-27,2025-09,P010,C01764,Home & Kitchen,Core,Mobile App,Returning,2747.49,5075.54,4494.01,0.0,56,284230.24,130370.8,45.87,12.94,-0.669,Maintain
T002510,2025-02-06,2025-02,P111,C01576,Home & Kitchen,Core,Mobile App,Price Sensitive,846.44,1462.8,1826.28,3.7,106,155056.8,65334.16,42.14,-19.9,-1.731,Maintain
T002511,2025-02-05,2025-02,P101,C02040,Fashion,Value,Marketplace,Returning,1529.03,2352.65,2510.28,3.6,124,291728.6,102128.88,35.01,-6.28,-1.369,Maintain
T002512,2025-10-13,2025-10,P043,C03392,Sports,Value,Mobile App,Returning,1228.41,1684.28,1506.04,3.0,87,146532.36,39660.69,27.07,11.84,-0.92,Maintain
T002513,2025-11-01,2025-11,P056,C00738,Sports,Premium,Online,Price Sensitive,440.87,607.85,607.19,0.0,121,73549.85,20204.58,27.47,0.11,-2.082,Maintain
T002514,2025-12-10,2025-12,P103,C04339,Home & Kitchen,Premium,Online,Price Sensitive,3067.17,3642.92,3707.91,10.6,54,196717.68,31090.5,15.8,-1.75,-0.566,Maintain
T002515,2025-04-29,2025-04,P036,C00281,Electronics,Core,Marketplace,Price Sensitive,3107.02,4718.53,4066.19,1.4,54,254800.62,87021.54,34.15,16.04,-1.623,Decrease
T002516,2025-01-09,2025-01,P029,C00663,Electronics,Value,Mobile App,New,2115.37,3032.61,3524.16,11.8,269,815772.09,246737.56,30.25,-13.95,-2.345,Maintain
T002517,2025-12-24,2025-12,P030,C03043,Sports,Value,Online,Price Sensitive,341.85,422.67,493.29,13.0,63,26628.21,5091.66,19.12,-14.32,-0.771,Maintain
T002518,2025-08-08,2025-08,P085,C00654,Electronics,Premium,Marketplace,Loyal,309.23,409.07,558.8,26.0,355,145219.85,35443.2,24.41,-26.79,-2.018,Maintain
T002519,2025-04-01,2025-04,P026,C03500,Electronics,Value,Online,Loyal,1384.65,2519.45,2471.03,4.8,83,209114.35,94188.4,45.04,1.96,-0.479,Maintain
T002520,2025-10-06,2025-10,P011,C03307,Home & Kitchen,Core,Online,New,975.02,1598.21,1696.34,6.9,121,193383.41,75405.99,38.99,-5.78,-0.961,Increase
T002521,2025-11-26,2025-11,P020,C01935,Sports,Core,Marketplace,Returning,601.6,885.75,875.27,2.8,165,146148.75,46884.75,32.08,1.2,-1.031,Maintain
T002522,2025-04-14,2025-04,P119,C02045,Home & Kitchen,Core,Mobile App,New,325.81,678.85,707.44,0.0,252,171070.2,88966.08,52.01,-4.04,-1.236,Maintain
T002523,2025-10-08,2025-10,P105,C04500,Sports,Core,Marketplace,Price Sensitive,1467.4,2766.41,2668.84,5.1,81,224079.21,105219.81,46.96,3.66,-1.357,Maintain
T002524,2025-10-15,2025-10,P115,C03579,Electronics,Core,Marketplace,Returning,4215.35,5278.96,5866.75,2.6,134,707380.64,142523.74,20.15,-10.02,-2.002,Maintain
T002525,2025-07-03,2025-07,P034,C02845,Home & Kitchen,Core,Mobile App,Loyal,2604.65,3778.31,3637.41,0.0,100,377831.0,117366.0,31.06,3.87,-1.125,Maintain
T002526,2025-08-19,2025-08,P054,C00635,Sports,Value,Online,New,4228.19,6415.06,6406.95,9.7,122,782637.32,266798.14,34.09,0.13,-0.671,Maintain
T002527,2025-04-09,2025-04,P059,C02654,Electronics,Core,Marketplace,Returning,4039.63,5853.23,5568.96,0.5,91,532643.93,165037.6,30.98,5.1,-2.174,Maintain
T002528,2025-12-06,2025-12,P063,C00180,Beauty,Core,Mobile App,Returning,2455.15,4119.99,4025.69,12.0,163,671558.37,271368.92,40.41,2.34,-2.588,Maintain
T002529,2025-12-25,2025-12,P004,C01134,Sports,Core,Mobile App,Loyal,2017.18,2368.56,3242.97,14.0,438,1037429.28,153904.44,14.84,-26.96,-2.411,Maintain
T002530,2025-12-25,2025-12,P072,C03141,Home & Kitchen,Core,Mobile App,Loyal,1274.12,1699.53,1654.45,1.9,125,212441.25,53176.25,25.03,2.72,-0.94,Maintain
T002531,2025-09-27,2025-09,P005,C01835,Electronics,Core,Online,New,426.86,441.96,607.49,17.8,98,43312.08,1479.8,3.42,-27.25,-1.186,Maintain
T002532,2025-01-16,2025-01,P034,C04477,Home & Kitchen,Core,Online,Returning,2604.65,2992.12,3590.99,10.8,116,347085.92,44946.52,12.95,-16.68,-1.125,Maintain
T002533,2025-05-14,2025-05,P036,C04228,Electronics,Core,Mobile App,Returning,3107.02,3831.9,3800.37,7.5,140,536466.0,101483.2,18.92,0.83,-1.623,Maintain
T002534,2025-06-12,2025-06,P081,C00427,Sports,Premium,Mobile App,Returning,3553.97,5211.85,4308.99,0.0,190,990251.5,314997.2,31.81,20.95,-0.77,Maintain
T002535,2025-12-17,2025-12,P108,C03976,Home & Kitchen,Core,Online,Returning,2609.59,3508.33,4175.4,0.0,358,1255982.14,321748.92,25.62,-15.98,-0.578,Increase
T002536,2025-07-19,2025-07,P084,C03890,Electronics,Core,Online,New,861.56,1143.4,1470.75,19.0,154,176083.6,43403.36,24.65,-22.26,-2.185,Maintain
T002537,2025-07-15,2025-07,P053,C00478,Sports,Premium,Online,New,1337.85,1520.01,2139.45,17.2,127,193041.27,23134.32,11.98,-28.95,-2.406,Maintain
T002538,2025-02-23,2025-02,P064,C01734,Sports,Core,Mobile App,Loyal,1592.7,2381.79,2818.17,19.2,261,621647.19,205952.49,33.13,-15.48,-2.489,Maintain
T002539,2025-10-17,2025-10,P062,C04269,Beauty,Value,Online,Returning,4047.15,4888.83,7167.04,21.0,278,1359094.74,233987.04,17.22,-31.79,-2.522,Maintain
T002540,2025-05-03,2025-05,P018,C00076,Electronics,Value,Mobile App,New,2299.79,3084.83,3586.73,17.6,210,647814.3,164858.4,25.45,-13.99,-1.659,Maintain
T002541,2025-02-03,2025-02,P115,C00264,Electronics,Core,Mobile App,Returning,4215.35,5147.98,5733.58,9.7,129,664089.42,120309.27,18.12,-10.21,-2.002,Maintain
T002542,2025-12-27,2025-12,P111,C02296,Home & Kitchen,Core,Online,Returning,846.44,1510.01,1861.81,11.9,142,214421.42,94226.94,43.94,-18.9,-1.731,Maintain
T002543,2025-03-11,2025-03,P029,C04290,Electronics,Value,Mobile App,New,2115.37,3279.79,3613.05,3.2,258,846185.82,300420.36,35.5,-9.22,-2.345,Maintain
T002544,2025-01-06,2025-01,P014,C01255,Fashion,Value,Marketplace,New,1724.2,2489.84,2902.85,9.7,74,184248.16,56657.36,30.75,-14.23,-1.924,Maintain
T002545,2025-01-29,2025-01,P020,C03478,Sports,Core,Online,Returning,601.6,835.26,861.27,13.2,155,129465.3,36217.3,27.97,-3.02,-1.031,Maintain
T002546,2025-06-15,2025-06,P076,C03121,Home & Kitchen,Core,Online,Loyal,1011.89,1194.74,1396.54,13.4,443,529269.82,81002.55,15.3,-14.45,-2.166,Maintain
T002547,2025-02-07,2025-02,P004,C00658,Sports,Core,Online,New,2017.18,2733.71,3223.56,7.1,147,401855.37,105329.91,26.21,-15.2,-2.411,Maintain
T002548,2025-11-04,2025-11,P013,C01296,Sports,Core,Mobile App,Price Sensitive,2719.51,4393.05,5466.52,0.0,56,246010.8,93718.24,38.1,-19.64,-1.817,Maintain
T002549,2025-07-07,2025-07,P078,C02809,Sports,Core,Marketplace,Returning,3966.89,5872.39,6322.51,0.0,55,322981.45,104802.5,32.45,-7.12,-1.515,Maintain
T002550,2025-04-29,2025-04,P018,C02168,Electronics,Value,Mobile App,Loyal,2299.79,3611.79,3956.62,11.3,198,715134.42,259776.0,36.33,-8.72,-1.659,Maintain
T002551,2025-01-02,2025-01,P009,C01068,Electronics,Core,Marketplace,Price Sensitive,689.46,1122.24,1219.29,4.5,132,148135.68,57126.96,38.56,-7.96,-1.883,Maintain
T002552,2025-06-25,2025-06,P003,C00903,Fashion,Value,Mobile App,Returning,608.89,846.91,1103.35,12.7,496,420067.36,118057.92,28.1,-23.24,-2.348,Maintain
T002553,2025-02-25,2025-02,P085,C02508,Electronics,Premium,Online,Returning,309.23,548.38,542.07,0.0,119,65257.22,28458.85,43.61,1.16,-2.018,Maintain
T002554,2025-12-23,2025-12,P044,C03727,Home & Kitchen,Value,Online,Returning,409.0,586.94,644.78,17.5,133,78063.02,23666.02,30.32,-8.97,-2.362,Maintain
T002555,2025-04-17,2025-04,P035,C01859,Beauty,Core,Mobile App,New,711.45,1024.02,951.62,1.4,291,297989.82,90957.87,30.52,7.61,-2.574,Decrease
T002556,2025-06-23,2025-06,P077,C04165,Home & Kitchen,Core,Mobile App,Loyal,2797.38,3213.48,4701.18,18.3,370,1188987.6,153957.0,12.95,-31.65,-2.331,Maintain
T002557,2025-01-07,2025-01,P021,C03003,Sports,Value,Mobile App,New,2318.3,4327.66,4751.71,0.0,170,735702.2,341591.2,46.43,-8.92,-1.411,Maintain
T002558,2025-02-17,2025-02,P063,C01816,Beauty,Core,Mobile App,Price Sensitive,2455.15,4132.69,4236.39,12.2,70,289288.3,117427.8,40.59,-2.45,-2.588,Maintain
T002559,2025-03-17,2025-03,P059,C03182,Electronics,Core,Online,Loyal,4039.63,5897.12,5398.5,1.5,95,560226.4,176461.55,31.5,9.24,-2.174,Decrease
T002560,2025-01-19,2025-01,P081,C02020,Sports,Premium,Online,Loyal,3553.97,4382.33,4095.59,7.9,195,854554.35,161530.2,18.9,7.0,-0.77,Maintain
T002561,2025-09-22,2025-09,P075,C03406,Electronics,Core,Mobile App,Returning,901.46,899.68,1171.06,15.5,211,189832.48,-375.58,-0.2,-23.17,-2.514,Maintain
T002562,2025-12-12,2025-12,P082,C04423,Home & Kitchen,Core,Mobile App,Price Sensitive,4380.26,5007.53,5884.2,14.3,380,1902861.4,238362.6,12.53,-14.9,-2.266,Maintain
T002563,2025-12-26,2025-12,P026,C03546,Electronics,Value,Marketplace,New,1384.65,2480.58,2349.72,2.2,61,151315.38,66851.73,44.18,5.57,-0.479,Maintain
T002564,2025-04-08,2025-04,P017,C00640,Beauty,Premium,Online,Loyal,4323.88,6790.68,7479.32,3.7,273,1853855.64,673436.4,36.33,-9.21,-0.587,Increase
T002565,2025-10-15,2025-10,P065,C00323,Sports,Premium,Marketplace,New,3531.05,4857.95,4462.46,0.0,135,655823.25,179131.5,27.31,8.86,-1.297,Maintain
T002566,2025-07-03,2025-07,P007,C03639,Sports,Core,Online,New,1651.91,2578.69,2916.99,0.0,286,737505.34,265059.08,35.94,-11.6,-0.935,Increase
T002567,2025-01-17,2025-01,P055,C03813,Sports,Premium,Online,Returning,949.58,1079.87,1290.29,2.2,148,159820.76,19282.92,12.07,-16.31,-2.538,Maintain
T002568,2025-02-03,2025-02,P076,C02553,Home & Kitchen,Core,Marketplace,Returning,1011.89,1506.13,1371.6,2.0,161,242486.93,79572.64,32.82,9.81,-2.166,Decrease
T002569,2025-07-19,2025-07,P099,C01103,Electronics,Value,Marketplace,New,4192.14,8419.58,8590.64,0.0,154,1296615.32,651025.76,50.21,-1.99,-0.914,Maintain
T002570,2025-06-04,2025-06,P079,C03964,Beauty,Core,Marketplace,Loyal,1084.85,1603.8,1646.14,6.6,150,240570.0,77842.5,32.36,-2.57,-0.998,Maintain
T002571,2025-01-04,2025-01,P120,C02019,Sports,Core,Online,Returning,713.86,1162.71,1312.97,7.8,213,247657.23,95605.05,38.6,-11.44,-1.715,Maintain
T002572,2025-12-06,2025-12,P067,C01316,Beauty,Core,Online,Price Sensitive,1838.05,2644.51,3105.22,7.9,302,798642.02,243550.92,30.5,-14.84,-2.087,Maintain
T002573,2025-09-24,2025-09,P054,C01649,Sports,Value,Mobile App,Loyal,4228.19,7361.86,7068.5,2.4,118,868699.48,369773.06,42.57,4.15,-0.671,Maintain
T002574,2025-07-03,2025-07,P030,C01333,Sports,Value,Marketplace,Price Sensitive,341.85,469.2,486.79,3.9,45,21114.0,5730.75,27.14,-3.61,-0.771,Maintain
T002575,2025-12-27,2025-12,P081,C01271,Sports,Premium,Mobile App,Price Sensitive,3553.97,4677.95,4209.04,5.8,200,935590.0,224796.0,24.03,11.14,-0.77,Maintain
T002576,2025-12-21,2025-12,P098,C01467,Electronics,Core,Online,Loyal,775.95,1157.72,1385.4,13.7,106,122718.32,40467.62,32.98,-16.43,-1.614,Maintain
T002577,2025-12-22,2025-12,P039,C03034,Electronics,Premium,Mobile App,New,3339.73,4027.79,4455.39,3.3,131,527640.49,90135.86,17.08,-9.6,-1.614,Maintain
T002578,2025-04-05,2025-04,P010,C00075,Home & Kitchen,Core,Online,New,2747.49,4538.21,4495.29,0.0,45,204219.45,80582.4,39.46,0.95,-0.669,Maintain
T002579,2025-11-18,2025-11,P002,C01634,Home & Kitchen,Core,Online,Returning,3011.85,3970.07,4648.36,5.8,236,936936.52,226139.92,24.14,-14.59,-2.343,Maintain
T002580,2025-07-04,2025-07,P076,C00765,Home & Kitchen,Core,Mobile App,Returning,1011.89,1539.36,1397.14,4.9,231,355592.16,121845.57,34.27,10.18,-2.166,Decrease
T002581,2025-09-23,2025-09,P080,C02917,Sports,Premium,Online,Price Sensitive,1568.88,2546.7,2393.06,0.0,87,221562.9,85070.34,38.4,6.42,-1.245,Maintain
